specialty cheese,chewing gum,,,,,,,,,,,,
frankfurter,root vegetables,bottled water,canned beer,hygiene articles,,,,,,,,,
root vegetables,other vegetables,UHT-milk,hard cheese,rolls/buns,sweet spreads,salty snack,popcorn,waffles,cake bar,specialty bar,,,
frankfurter,pip fruit,root vegetables,other vegetables,whole milk,butter milk,organic products,soda,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,soft cheese,house keeping products,newspapers,,,,,,,
vinegar,bottled beer,,,,,,,,,,,,
tropical fruit,grapes,root vegetables,other vegetables,rolls/buns,tea,bottled beer,,,,,,,
pip fruit,,,,,,,,,,,,,
citrus fruit,curd,semi-finished bread,mustard,,,,,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,,,,
frankfurter,meat,chicken,ice cream,domestic eggs,pastry,pasta,sugar,coffee,newspapers,,,,
whole milk,domestic eggs,oil,,,,,,,,,,,
hamburger meat,pastry,misc. beverages,,,,,,,,,,,
long life bakery product,candy,,,,,,,,,,,,
soda,chocolate,,,,,,,,,,,,
hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,cream cheese ,brown bread,soups,sauces,,,,
frankfurter,whipped/sour cream,coffee,,,,,,,,,,,
hard cheese,pastry,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,
chicken,pork,other vegetables,whole milk,bottled water,,,,,,,,,
soft cheese,rolls/buns,brown bread,syrup,newspapers,shopping bags,,,,,,,,
pip fruit,coffee,,,,,,,,,,,,
tropical fruit,pip fruit,grapes,whole milk,,,,,,,,,,
hamburger meat,grapes,root vegetables,other vegetables,softener,kitchen towels,pot plants,,,,,,,
finished products,cat food,shopping bags,,,,,,,,,,,
pot plants,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,newspapers,,,,,,,,,,
whole milk,butter,yogurt,rolls/buns,candles,newspapers,,,,,,,,
bottled beer,,,,,,,,,,,,,
whole milk,curd,whipped/sour cream,,,,,,,,,,,
frankfurter,other vegetables,cream cheese ,sweet spreads,long life bakery product,napkins,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,,,,
hamburger meat,condensed milk,pastry,fruit/vegetable juice,salty snack,candles,,,,,,,,
cream,,,,,,,,,,,,,
sausage,other vegetables,whole milk,dessert,domestic eggs,rolls/buns,white bread,bottled water,soda,chocolate,detergent,shopping bags,,
yogurt,UHT-milk,frozen dessert,bottled water,bottled beer,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,oil,mustard,specialty chocolate,newspapers,,,,,,
bottled beer,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,
pickled vegetables,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,
chicken,beef,root vegetables,other vegetables,whole milk,whipped/sour cream,pasta,soda,,,,,,
herbs,whole milk,pastry,,,,,,,,,,,
frankfurter,chocolate,,,,,,,,,,,,
soda,,,,,,,,,,,,,
white bread,brown bread,,,,,,,,,,,,
chicken,pork,other vegetables,UHT-milk,white bread,pastry,pasta,soda,specialty bar,,,,,
beef,root vegetables,other vegetables,whole milk,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,red/blush wine,snack products,dishes,light bulbs,shopping bags
root vegetables,packaged fruit/vegetables,rolls/buns,sugar,liquor,,,,,,,,,
soda,,,,,,,,,,,,,
yogurt,canned vegetables,pot plants,,,,,,,,,,,
white bread,bottled water,soda,bottled beer,,,,,,,,,,
syrup,,,,,,,,,,,,,
whole milk,sugar,cling film/bags,,,,,,,,,,,
salt,candy,,,,,,,,,,,,
whole milk,frozen vegetables,frozen meals,cereals,bottled beer,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,newspapers,,,,,,,,,,
sausage,rolls/buns,fruit/vegetable juice,,,,,,,,,,,
other vegetables,dessert,cream cheese ,rolls/buns,white bread,margarine,salty snack,waffles,specialty bar,female sanitary products,newspapers,,,
fish,tropical fruit,pip fruit,berries,whole milk,curd,yogurt,whipped/sour cream,condensed milk,instant coffee,long life bakery product,cake bar,napkins,
pip fruit,beverages,frozen vegetables,frozen meals,bottled water,soda,salty snack,,,,,,,
citrus fruit,tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,yogurt,rolls/buns,brown bread,soda,fruit/vegetable juice,,
dishes,,,,,,,,,,,,,
meat,curd,yogurt,ice cream,oil,canned fish,soda,fruit/vegetable juice,seasonal products,,,,,
pork,onions,other vegetables,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,liquor (appetizer),salty snack,waffles,newspapers,,
sausage,pip fruit,root vegetables,whole milk,yogurt,frozen potato products,pasta,bottled water,fruit/vegetable juice,,,,,
pip fruit,root vegetables,UHT-milk,condensed milk,margarine,sugar,pudding powder,cocoa drinks,fruit/vegetable juice,chocolate,,,,
bottled water,,,,,,,,,,,,,
whole milk,hard cheese,sugar,,,,,,,,,,,
onions,,,,,,,,,,,,,
liver loaf,pip fruit,root vegetables,frozen vegetables,salty snack,,,,,,,,,
meat,root vegetables,other vegetables,fruit/vegetable juice,white wine,,,,,,,,,
root vegetables,soda,red/blush wine,prosecco,waffles,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,,
soda,detergent,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
dessert,cream cheese ,mayonnaise,domestic eggs,pastry,canned fish,chocolate,cleaner,female sanitary products,,,,,
bottled beer,,,,,,,,,,,,,
roll products ,dog food,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,
sausage,whole milk,condensed milk,semi-finished bread,cat food,,,,,,,,,
yogurt,margarine,newspapers,,,,,,,,,,,
chicken,root vegetables,whole milk,butter,yogurt,sparkling wine,chocolate,softener,female sanitary products,napkins,kitchen towels,house keeping products,newspapers,
meat,pork,pip fruit,root vegetables,other vegetables,whole milk,hard cheese,white bread,pasta,margarine,ketchup,cocoa drinks,chocolate,cling film/bags
citrus fruit,berries,butter,butter milk,yogurt,sliced cheese,frozen vegetables,frozen chicken,soda,,,,,
butter milk,cream cheese ,rolls/buns,misc. beverages,newspapers,,,,,,,,,
nuts/prunes,other vegetables,whole milk,ice cream,soda,newspapers,,,,,,,,
root vegetables,other vegetables,bottled beer,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
chicken,other vegetables,frozen vegetables,canned beer,shopping bags,,,,,,,,,
butter,curd,,,,,,,,,,,,
tropical fruit,processed cheese,domestic eggs,soda,bottled beer,,,,,,,,,
root vegetables,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen vegetables,cat food,dishes,newspapers,,,,,
tropical fruit,other vegetables,rolls/buns,salt,margarine,soda,bottled beer,salty snack,,,,,,
sausage,hamburger meat,citrus fruit,whole milk,pasta,soda,chewing gum,detergent,hygiene articles,kitchen towels,,,,
bottled water,,,,,,,,,,,,,
salty snack,dental care,,,,,,,,,,,,
beef,other vegetables,chocolate,newspapers,shopping bags,,,,,,,,,
whole milk,instant coffee,soda,,,,,,,,,,,
ham,other vegetables,whole milk,domestic eggs,sweet spreads,misc. beverages,salty snack,hygiene articles,shopping bags,,,,,
mayonnaise,candy,newspapers,,,,,,,,,,,
frankfurter,ham,other vegetables,processed cheese,rolls/buns,white bread,potato products,coffee,bottled beer,long life bakery product,,,,
hamburger meat,butter,zwieback,Instant food products,soda,misc. beverages,,,,,,,,
whipped/sour cream,domestic eggs,candles,,,,,,,,,,,
candles,,,,,,,,,,,,,
beverages,misc. beverages,,,,,,,,,,,,
tropical fruit,pip fruit,yogurt,frozen vegetables,artif. sweetener,,,,,,,,,
yogurt,bottled water,,,,,,,,,,,,
whole milk,dessert,whipped/sour cream,ice cream,coffee,soda,bottled beer,,,,,,,
sausage,tropical fruit,other vegetables,butter,butter milk,whipped/sour cream,cream,processed cheese,ice cream,white bread,spices,soda,fruit/vegetable juice,salty snack
bottled water,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
tropical fruit,whole milk,yogurt,whipped/sour cream,rolls/buns,cocoa drinks,bottled water,bottled beer,specialty chocolate,,,,,
bottled beer,,,,,,,,,,,,,
pork,root vegetables,herbs,other vegetables,whole milk,processed cheese,domestic eggs,margarine,fruit/vegetable juice,hygiene articles,,,,
salty snack,candy,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,,,,
sausage,tropical fruit,other vegetables,whole milk,domestic eggs,white wine,detergent,softener,,,,,,
tropical fruit,fruit/vegetable juice,candy,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
whole milk,whipped/sour cream,pudding powder,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
sausage,soda,fruit/vegetable juice,salty snack,chewing gum,shopping bags,,,,,,,,
tropical fruit,ice cream,frozen dessert,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
domestic eggs,canned beer,shopping bags,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,
whole milk,dessert,pastry,Instant food products,canned fish,soda,bottled beer,red/blush wine,napkins,candles,,,,
tropical fruit,packaged fruit/vegetables,,,,,,,,,,,,
ham,hamburger meat,whole milk,processed cheese,white bread,potato products,artif. sweetener,instant coffee,bottled water,soda,fruit/vegetable juice,salty snack,specialty bar,detergent
brandy,liquor (appetizer),,,,,,,,,,,,
hard cheese,,,,,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,
other vegetables,UHT-milk,cream,,,,,,,,,,,
finished products,citrus fruit,tropical fruit,grapes,berries,root vegetables,other vegetables,whole milk,spread cheese,brown bread,pastry,potato products,fruit/vegetable juice,chocolate
misc. beverages,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
yogurt,cream cheese ,rolls/buns,chocolate,,,,,,,,,,
bottled water,,,,,,,,,,,,,
tropical fruit,butter milk,baking powder,,,,,,,,,,,
frankfurter,curd,frozen potato products,soda,dish cleaner,,,,,,,,,
yogurt,pastry,,,,,,,,,,,,
bottled beer,liquor (appetizer),dishes,,,,,,,,,,,
tropical fruit,yogurt,cream cheese ,,,,,,,,,,,
UHT-milk,brown bread,newspapers,,,,,,,,,,,
citrus fruit,pip fruit,pickled vegetables,bottled water,newspapers,,,,,,,,,
newspapers,,,,,,,,,,,,,
soda,canned beer,red/blush wine,,,,,,,,,,,
tropical fruit,dessert,bottled water,soda,bottled beer,white wine,napkins,,,,,,,
bottled water,bottled beer,,,,,,,,,,,,
canned beer,chewing gum,,,,,,,,,,,,
onions,other vegetables,whole milk,yogurt,domestic eggs,pastry,dishes,shopping bags,,,,,,
pastry,soda,,,,,,,,,,,,
tropical fruit,yogurt,sliced cheese,brown bread,margarine,bottled water,soda,candy,newspapers,,,,,
hamburger meat,other vegetables,whole milk,spread cheese,soda,canned beer,chocolate,specialty bar,,,,,,
pip fruit,whole milk,coffee,bottled water,fruit/vegetable juice,bottled beer,,,,,,,,
soda,,,,,,,,,,,,,
pork,tropical fruit,pip fruit,whole milk,whipped/sour cream,detergent,softener,napkins,shopping bags,,,,,
rolls/buns,,,,,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,
butter,sliced cheese,frozen meals,pastry,soda,fruit/vegetable juice,chocolate,specialty bar,,,,,,
canned beer,,,,,,,,,,,,,
tropical fruit,whole milk,butter milk,UHT-milk,rolls/buns,,,,,,,,,
whole milk,beverages,bottled water,newspapers,,,,,,,,,,
yogurt,soda,waffles,,,,,,,,,,,
sausage,yogurt,pastry,canned fish,shopping bags,,,,,,,,,
frankfurter,other vegetables,whole milk,butter,rolls/buns,margarine,Instant food products,canned beer,detergent,,,,,
meat,root vegetables,other vegetables,yogurt,whipped/sour cream,hard cheese,frozen fruits,ice cream,domestic eggs,sweet spreads,long life bakery product,shopping bags,,
canned beer,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,other vegetables,yogurt,cream cheese ,rolls/buns,soda,shopping bags,,,,,
yogurt,processed cheese,frozen vegetables,rolls/buns,,,,,,,,,,
newspapers,,,,,,,,,,,,,
condensed milk,rolls/buns,sugar,coffee,,,,,,,,,,
pip fruit,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,
sausage,root vegetables,whole milk,butter milk,yogurt,rolls/buns,pastry,,,,,,,
whole milk,photo/film,,,,,,,,,,,,
frankfurter,sausage,citrus fruit,pip fruit,margarine,,,,,,,,,
canned beer,,,,,,,,,,,,,
whole milk,butter,yogurt,beverages,dishes,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,rolls/buns,pastry,jam,cat food,,,,
butter,yogurt,cream cheese ,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,newspapers,,,,,
tropical fruit,brown bread,,,,,,,,,,,,
citrus fruit,dessert,photo/film,,,,,,,,,,,
citrus fruit,pip fruit,whole milk,margarine,,,,,,,,,,
butter,sliced cheese,frozen meals,rolls/buns,brown bread,canned fruit,fruit/vegetable juice,long life bakery product,,,,,,
seasonal products,photo/film,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,
tropical fruit,pip fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,,,,,,
rolls/buns,bottled water,soda,,,,,,,,,,,
sausage,rolls/buns,mustard,soda,,,,,,,,,,
sausage,liquor (appetizer),,,,,,,,,,,,
whole milk,yogurt,,,,,,,,,,,,
pip fruit,beverages,pastry,hygiene articles,,,,,,,,,,
yogurt,bottled water,,,,,,,,,,,,
yogurt,cream cheese ,rolls/buns,,,,,,,,,,,
sausage,citrus fruit,butter,domestic eggs,rolls/buns,margarine,soda,,,,,,,
citrus fruit,yogurt,hygiene articles,,,,,,,,,,,
UHT-milk,condensed milk,coffee,cling film/bags,,,,,,,,,,
sausage,long life bakery product,,,,,,,,,,,,
whole milk,brown bread,pastry,pasta,margarine,sugar,soda,canned beer,,,,,,
citrus fruit,other vegetables,whole milk,mayonnaise,rolls/buns,waffles,,,,,,,,
pork,citrus fruit,pip fruit,other vegetables,whole milk,pudding powder,,,,,,,,
pip fruit,cream cheese ,cookware,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,
dog food,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,
root vegetables,whipped/sour cream,oil,pet care,,,,,,,,,,
meat,other vegetables,whole milk,rolls/buns,sugar,coffee,bottled water,fruit/vegetable juice,,,,,,
whole milk,rolls/buns,brown bread,bottled water,bottled beer,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
pork,root vegetables,pasta,,,,,,,,,,,
other vegetables,cake bar,,,,,,,,,,,,
whole milk,shopping bags,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,whipped/sour cream,frozen vegetables,margarine,bottled beer,hygiene articles,,,,,,
beef,whole milk,curd,yogurt,hard cheese,domestic eggs,rolls/buns,white bread,oil,misc. beverages,cling film/bags,house keeping products,,
organic sausage,turkey,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese ,processed cheese,white bread,sauces
frozen meals,canned fruit,,,,,,,,,,,,
mustard,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,
meat,pip fruit,dessert,processed cheese,domestic eggs,rolls/buns,white bread,brown bread,pastry,semi-finished bread,candy,cookware,,
tropical fruit,root vegetables,other vegetables,whole milk,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,mustard,bottled water,,,
pip fruit,yogurt,,,,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,
tropical fruit,berries,whipped/sour cream,rolls/buns,pickled vegetables,coffee,soda,long life bakery product,,,,,,
whipped/sour cream,pastry,bottled water,,,,,,,,,,,
sausage,hamburger meat,citrus fruit,whole milk,yogurt,white bread,,,,,,,,
frankfurter,sausage,rolls/buns,soda,liquor,shopping bags,,,,,,,,
meat,root vegetables,other vegetables,whipped/sour cream,frozen meals,ice cream,,,,,,,,
whole milk,canned beer,,,,,,,,,,,,
chicken,pork,tropical fruit,whipped/sour cream,oil,coffee,soda,shopping bags,,,,,,
long life bakery product,house keeping products,,,,,,,,,,,,
cream cheese ,oil,canned beer,waffles,hygiene articles,candles,,,,,,,,
whole milk,brown bread,bottled beer,newspapers,,,,,,,,,,
citrus fruit,onions,beverages,margarine,bottled beer,napkins,,,,,,,,
tropical fruit,brown bread,pastry,,,,,,,,,,,
sausage,hard cheese,rolls/buns,specialty fat,mustard,long life bakery product,seasonal products,napkins,dishes,,,,,
whole milk,coffee,,,,,,,,,,,,
soups,,,,,,,,,,,,,
citrus fruit,pip fruit,root vegetables,whole milk,oil,,,,,,,,,
beef,root vegetables,other vegetables,frozen vegetables,ice cream,rolls/buns,sugar,,,,,,,
canned beer,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,
beverages,sauces,sweet spreads,pot plants,,,,,,,,,,
canned beer,,,,,,,,,,,,,
meat,pork,tropical fruit,root vegetables,other vegetables,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,,,,
meat,other vegetables,whole milk,rolls/buns,shopping bags,,,,,,,,,
sausage,tropical fruit,pip fruit,curd,beverages,bottled beer,,,,,,,,
frankfurter,sausage,tropical fruit,root vegetables,whole milk,sliced cheese,frozen vegetables,mustard,pickled vegetables,salty snack,,,,
sausage,UHT-milk,bottled beer,kitchen towels,,,,,,,,,,
whole milk,butter,sugar,bottled beer,,,,,,,,,,
whole milk,soft cheese,sliced cheese,domestic eggs,rolls/buns,,,,,,,,,
frozen vegetables,frozen meals,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,flower (seeds),,,,,,,,,,
pip fruit,other vegetables,whole milk,yogurt,pasta,oil,,,,,,,,
bottled water,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
liver loaf,chicken,other vegetables,frozen vegetables,margarine,detergent,softener,,,,,,,
citrus fruit,pip fruit,whole milk,cream cheese ,sweet spreads,long life bakery product,cake bar,napkins,,,,,,
dish cleaner,,,,,,,,,,,,,
citrus fruit,curd,UHT-milk,,,,,,,,,,,
ham,whole milk,rolls/buns,,,,,,,,,,,
hamburger meat,margarine,soda,bathroom cleaner,,,,,,,,,,
pork,other vegetables,whole milk,frozen potato products,flour,oil,,,,,,,,
nuts/prunes,other vegetables,rum,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,,,,
sausage,soda,specialty chocolate,,,,,,,,,,,
rolls/buns,Instant food products,,,,,,,,,,,,
frozen vegetables,bottled water,,,,,,,,,,,,
pip fruit,whole milk,white bread,brown bread,margarine,sweet spreads,fruit/vegetable juice,newspapers,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,
frankfurter,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,rolls/buns,hygiene articles,napkins,,,,,,
other vegetables,soft cheese,,,,,,,,,,,,
white bread,bottled beer,newspapers,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,
whole milk,rolls/buns,chewing gum,,,,,,,,,,,
frankfurter,sausage,berries,butter,yogurt,whipped/sour cream,cream cheese ,domestic eggs,margarine,shopping bags,,,,
beverages,chocolate,,,,,,,,,,,,
red/blush wine,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
sausage,yogurt,pastry,cat food,,,,,,,,,,
finished products,candy,,,,,,,,,,,,
pastry,oil,bottled beer,chocolate,specialty chocolate,,,,,,,,,
specialty chocolate,photo/film,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,liquor,detergent,dishes,newspapers,,,,,,,
bottled beer,white wine,,,,,,,,,,,,
skin care,napkins,,,,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,,,,
root vegetables,canned beer,,,,,,,,,,,,
pip fruit,whole milk,ready soups,canned fish,soda,,,,,,,,,
root vegetables,other vegetables,whole milk,soups,bottled beer,,,,,,,,,
sausage,whole milk,frozen vegetables,frozen meals,domestic eggs,rolls/buns,fruit/vegetable juice,cake bar,,,,,,
bottled beer,,,,,,,,,,,,,
brown bread,canned beer,detergent,softener,,,,,,,,,,
hard cheese,Instant food products,,,,,,,,,,,,
soda,,,,,,,,,,,,,
soda,bottled beer,liquor,red/blush wine,napkins,,,,,,,,,
whole milk,butter,cat food,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,
tropical fruit,pip fruit,sugar,napkins,cling film/bags,shopping bags,,,,,,,,
liver loaf,root vegetables,onions,UHT-milk,cream cheese ,soda,flower (seeds),,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,baking powder,brandy,shopping bags,,,,,,,,
hamburger meat,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,white bread,Instant food products,tea,soda,bottled beer,specialty bar
pip fruit,butter milk,soda,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
pip fruit,soda,chewing gum,,,,,,,,,,,
tropical fruit,butter,rolls/buns,canned fish,dog food,shopping bags,,,,,,,,
dessert,waffles,,,,,,,,,,,,
whole milk,rolls/buns,pastry,newspapers,,,,,,,,,,
liver loaf,root vegetables,other vegetables,whole milk,frozen vegetables,margarine,,,,,,,,
frankfurter,whole milk,rolls/buns,salt,,,,,,,,,,
dessert,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,frozen fish,honey,Instant food products,canned fish,dishes,,,,,,
cream cheese ,instant coffee,salty snack,waffles,kitchen towels,shopping bags,,,,,,,,
canned beer,,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,
rolls/buns,dishes,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
sausage,yogurt,rolls/buns,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
liquor,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,
soups,canned vegetables,chocolate,,,,,,,,,,,
whole milk,yogurt,cream cheese ,rolls/buns,roll products ,chocolate,,,,,,,,
sausage,pickled vegetables,soda,skin care,shopping bags,,,,,,,,,
rolls/buns,pastry,sugar,,,,,,,,,,,
pork,pip fruit,packaged fruit/vegetables,dessert,frozen vegetables,pasta,margarine,chocolate marshmallow,detergent,softener,,,,
curd,soda,cake bar,,,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,
frankfurter,whole milk,butter,dessert,,,,,,,,,,
bottled water,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
meat,frozen meals,fruit/vegetable juice,,,,,,,,,,,
turkey,tropical fruit,yogurt,rolls/buns,,,,,,,,,,
coffee,,,,,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,,,,
citrus fruit,specialty fat,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,
frozen meals,,,,,,,,,,,,,
whipped/sour cream,frozen vegetables,frozen meals,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,
soda,bottled beer,liquor,red/blush wine,,,,,,,,,,
spread cheese,white bread,newspapers,,,,,,,,,,,
whole milk,curd,dessert,misc. beverages,chocolate marshmallow,cling film/bags,house keeping products,newspapers,,,,,,
root vegetables,soft cheese,,,,,,,,,,,,
frankfurter,butter,brown bread,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,
soda,,,,,,,,,,,,,
other vegetables,whole milk,dessert,sliced cheese,hard cheese,oil,coffee,soda,fruit/vegetable juice,seasonal products,,,,
curd,yogurt,,,,,,,,,,,,
pip fruit,soda,,,,,,,,,,,,
instant coffee,photo/film,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,
beef,yogurt,cream cheese ,frozen meals,cat food,newspapers,,,,,,,,
curd,UHT-milk,bottled water,,,,,,,,,,,
hamburger meat,whole milk,curd,dessert,rolls/buns,oil,spices,sauces,soda,cake bar,napkins,shopping bags,,
citrus fruit,root vegetables,onions,whole milk,brown bread,,,,,,,,,
rolls/buns,soda,chewing gum,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
pork,tropical fruit,,,,,,,,,,,,
cream cheese ,ice cream,pastry,specialty chocolate,rubbing alcohol,,,,,,,,,
tropical fruit,pip fruit,whole milk,pastry,,,,,,,,,,
beverages,,,,,,,,,,,,,
pork,root vegetables,brown bread,pastry,,,,,,,,,,
sausage,pork,whole milk,pastry,,,,,,,,,,
yogurt,canned beer,dishes,,,,,,,,,,,
meat,finished products,other vegetables,rolls/buns,brown bread,soda,white wine,,,,,,,
tropical fruit,brown bread,specialty bar,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,cream,oil,sugar,baking powder,canned beer,baby cosmetics,,,,,
root vegetables,other vegetables,yogurt,rolls/buns,bottled water,chocolate,napkins,,,,,,,
chicken,whole milk,whipped/sour cream,rolls/buns,white bread,fruit/vegetable juice,popcorn,photo/film,,,,,,
dessert,brown bread,,,,,,,,,,,,
coffee,,,,,,,,,,,,,
pip fruit,condensed milk,sugar,coffee,bottled water,long life bakery product,,,,,,,,
sausage,other vegetables,salt,male cosmetics,newspapers,,,,,,,,,
sausage,other vegetables,whole milk,yogurt,soda,,,,,,,,,
whole milk,butter milk,yogurt,rolls/buns,white bread,mustard,pickled vegetables,sweet spreads,canned fish,soda,misc. beverages,long life bakery product,specialty chocolate,shopping bags
citrus fruit,misc. beverages,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,
sausage,rolls/buns,newspapers,shopping bags,,,,,,,,,,
sausage,soft cheese,bottled beer,,,,,,,,,,,
whole milk,rolls/buns,syrup,,,,,,,,,,,
liver loaf,whole milk,yogurt,condensed milk,specialty cheese,white bread,,,,,,,,
bottled water,,,,,,,,,,,,,
beef,,,,,,,,,,,,,
pet care,bottled beer,,,,,,,,,,,,
meat,citrus fruit,pip fruit,root vegetables,bottled water,,,,,,,,,
cookware,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
whole milk,processed cheese,spread cheese,rolls/buns,,,,,,,,,,
frozen meals,white bread,fruit/vegetable juice,,,,,,,,,,,
dessert,yogurt,cat food,napkins,,,,,,,,,,
grapes,other vegetables,soda,canned beer,,,,,,,,,,
rolls/buns,sugar,coffee,soda,,,,,,,,,,
sausage,meat,pip fruit,other vegetables,salty snack,napkins,,,,,,,,
sausage,beverages,rolls/buns,,,,,,,,,,,
butter,napkins,,,,,,,,,,,,
chicken,fruit/vegetable juice,long life bakery product,,,,,,,,,,,
whole milk,bottled water,rum,waffles,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
rolls/buns,soda,snack products,,,,,,,,,,,
citrus fruit,berries,yogurt,bottled water,soda,fruit/vegetable juice,chocolate,specialty bar,shopping bags,,,,,
rolls/buns,pastry,coffee,,,,,,,,,,,
pasta,sauces,,,,,,,,,,,,
sausage,pork,sliced cheese,frozen potato products,white bread,soda,waffles,,,,,,,
tropical fruit,pip fruit,grapes,packaged fruit/vegetables,coffee,,,,,,,,,
waffles,chocolate,specialty chocolate,,,,,,,,,,,
citrus fruit,tropical fruit,baking powder,fruit/vegetable juice,waffles,specialty bar,candles,flower (seeds),,,,,,
pasta,specialty chocolate,dishes,,,,,,,,,,,
semi-finished bread,bottled beer,liquor,,,,,,,,,,,
beef,spread cheese,domestic eggs,cat food,white wine,shopping bags,,,,,,,,
whole milk,,,,,,,,,,,,,
candy,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,
whole milk,white bread,pet care,bottled water,softener,,,,,,,,,
bottled beer,,,,,,,,,,,,,
yogurt,frozen dessert,,,,,,,,,,,,
whole milk,coffee,cooking chocolate,newspapers,,,,,,,,,,
